,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Alaskas,Alaskas,GPE,-0.08333333,0.56666667,en,1.00000000,,0,,,,,,
Oklahoma State,Oklahoma State,GPE,0.30000000,0.50000000,en,1.00000000,4043423-0,4544349,P,35.46756,-97.51643,NORTH-AMERICA,United States,CNA
The Northern Territory,The Northern Territory,LOC,0.30000000,0.90000000,en,1.00000000,,4714582,P,29.59412,-95.68078,NORTH-AMERICA,United States,CNA
Batters East Coast,Batters East Coast,LOC,0.30000000,1.00000000,en,1.00000000,,0,,,,,,
Arctic,Arctic,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Last Frontier,Last Frontier,GPE,0.00000000,0.03333333,en,1.00000000,,0,,,,,,
Western Alaska,Western Alaska,LOC,-0.35000000,1.00000000,en,1.00000000,,0,,,,,,
NEW MEXICO,NEW MEXICO,GPE,-0.08181818,0.42727273,en,1.00000000,,0,,,,,,
SAN JUAN COUNTY,SAN JUAN COUNTY,GPE,-0.08181818,0.42727273,en,1.00000000,,0,,,,,,
the Desert Southwest,the Desert Southwest,LOC,-0.16363636,0.85454545,en,1.00000000,,0,,,,,,
Hispan,Hispan,GPE,-0.36666667,0.56666667,en,1.00000000,,0,,,,,,
Central Asia,Central Asia,LOC,0.16666667,0.49444444,en,1.00000000,,0,,,,,,
the Dominican Republic …,the Dominican Republic …,GPE,-0.07916667,0.43333333,en,1.00000000,,0,,,,,,
Argentina,Argentina,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Niagara,Niagara,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Cebu City,Cebu City,GPE,0.17500000,0.57500000,en,1.00000000,,0,,,,,,
Port Hedland,Port Hedland,GPE,0.00000000,0.00000000,en,1.00000000,1213932335,7839630,A,-20.79258,118.63264,OCEANIA,Australia,CAU
Black River Market,Black River Market,LOC,-0.12500000,0.28333333,en,1.00000000,,0,,,,,,
KXAN,KXAN,GPE,-0.08750000,0.31333333,en,1.00000000,,0,,,,,,
Typhoon Lagoon,Typhoon Lagoon,LOC,-0.10000000,0.10000000,en,1.00000000,,6620642,L,28.36584,-81.52961,NORTH-AMERICA,United States,ENA
St. Marys,St. Marys,GPE,1.00000000,1.00000000,en,1.00000000,,0,,,,,,
Ohio,Ohio,GPE,-0.30000000,0.40000000,en,1.00000000,,0,,,,,,
Cienfuegos,Cienfuegos,GPE,0.00000000,0.00000000,en,1.00000000,4540917-1,3564124,P,22.14681,-80.4481,CENTRAL-AMERICA,Cuba,CAR
"Typhoon Lagoon
","Typhoon Lagoon
",LOC,0.50000000,0.50000000,en,1.00000000,,6620642,L,28.36584,-81.52961,NORTH-AMERICA,United States,ENA
East Sea,East Sea,LOC,0.21666667,0.36666667,en,1.00000000,,10922499,L,41.25206,36.96073,EUROPE-AFRICA,Turkey,MED
the Miami Hurricanes,the Miami Hurricanes,LOC,-0.29166667,0.54166667,en,1.00000000,,0,,,,,,
Stung Treng,Stung Treng,GPE,-0.40000000,0.60000000,en,1.00000000,,0,,,,,,
Qui,Qui,GPE,0.00000000,0.15000000,en,1.00000000,,0,,,,,,
Longwood,Longwood,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
COCONUT CREEK,COCONUT CREEK,GPE,0.24375000,0.51875000,en,1.00000000,,0,,,,,,
"Northeast
","Northeast
",LOC,0.00000000,1.00000000,en,1.00000000,,0,,,,,,
Cambodia,Cambodia,GPE,-0.40000000,0.60000000,en,1.00000000,,0,,,,,,
Gia Lai province,Gia Lai province,GPE,0.00000000,0.25000000,en,1.00000000,,0,,,,,,
Western Jamaica,Western Jamaica,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Prague,Prague,GPE,0.10909091,0.33863636,en,1.00000000,4076310-9,3067696,P,50.08804,14.42076,EUROPE,Czechia,WCE
BLACK RIVER,BLACK RIVER,LOC,0.02000000,0.41000000,en,1.00000000,,0,,,,,,
Caribbean islands,Caribbean islands,LOC,0.07222222,0.74444444,en,1.00000000,,0,,,,,,
Caribbean COCONUT CREEK,Caribbean COCONUT CREEK,LOC,0.03333333,0.60000000,en,1.00000000,,3580607,T,19.3465,-81.08915,CENTRAL-AMERICA,Cayman Islands,CAR
Typhoon Uwan,Typhoon Uwan,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
U.K.,U.K.,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
New York Citys,New York Citys,GPE,0.02911932,0.33716856,en,1.00000000,,0,,,,,,
New York City’s,New York City’s,GPE,0.02911932,0.33716856,en,1.00000000,,0,,,,,,
Queens,Queens,GPE,0.06818182,0.25227273,en,1.00000000,,0,,,,,,
Northeast Pacifi,Northeast Pacifi,LOC,0.02495591,0.29409171,en,1.00000000,,0,,,,,,
Native Alaska,Native Alaska,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Westmoreland Parish,Westmoreland Parish,GPE,-0.05000000,0.08333333,en,1.00000000,,0,,,,,,
Typhoon Kalmaegi,Typhoon Kalmaegi,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Whitehouse,Whitehouse,GPE,-0.05000000,0.08333333,en,1.00000000,,0,,,,,,
Westmoreland,Westmoreland,GPE,-0.05000000,0.08333333,en,1.00000000,,0,,,,,,
Six Flags America,Six Flags America,LOC,0.00000000,0.13333333,en,1.00000000,,0,,,,,,
Bowie,Bowie,GPE,0.00000000,0.06666667,en,1.00000000,,0,,,,,,
ST,ST,GPE,0.23030303,0.56212121,en,1.00000000,,0,,,,,,
NEW HOLLAND,NEW HOLLAND,GPE,0.23030303,0.56212121,en,1.00000000,,0,,,,,,
Typhoon Kalmaegis,Typhoon Kalmaegis,LOC,-0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Antarctic glacier's,Antarctic glacier's,LOC,-0.10000000,0.60000000,en,1.00000000,,0,,,,,,
the Antarctic Peninsula,the Antarctic Peninsula,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
St. Elizabeth …,St. Elizabeth …,GPE,0.00000000,0.30000000,en,1.00000000,,0,,,,,,
KINGSTON,KINGSTON,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hektoria glacier,Hektoria glacier,LOC,0.15833333,0.45833333,en,1.00000000,,0,,,,,,
Antarctic,Antarctic,LOC,0.15833333,0.45833333,en,1.00000000,,0,,,,,,
far north coastline,far north coastline,LOC,0.05000000,0.50000000,en,1.00000000,,0,,,,,,
Northern Hemisphere,Northern Hemisphere,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
MONTEGO BAY,MONTEGO BAY,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Mayorga,Mayorga,GPE,0.02500000,0.62500000,en,1.00000000,,0,,,,,,
Puerto Rico's,Puerto Rico's,GPE,-0.50000000,1.00000000,en,1.00000000,,0,,,,,,
OMAHA,OMAHA,GPE,0.50833333,0.55000000,en,1.00000000,,0,,,,,,
the North Atlantic - Yale Climate Connections,the North Atlantic - Yale Climate Connections,LOC,-0.60000000,1.00000000,en,1.00000000,,0,,,,,,
Panama,Panama,GPE,-0.07142857,0.14285714,en,1.00000000,4044445-4,3703430,A,9.0,-80.0,CENTRAL-AMERICA,Panama,SCA
Woodside,Woodside,GPE,0.06818182,0.25227273,en,1.00000000,,0,,,,,,
Puerto Rico’s,Puerto Rico’s,GPE,-0.50000000,1.00000000,en,1.00000000,,0,,,,,,
Halong,Halong,GPE,0.16666667,0.33333333,en,1.00000000,,0,,,,,,
Auckland,Auckland,GPE,0.13636364,0.45454545,en,1.00000000,,0,,,,,,
Türkiye,Türkiye,GPE,0.61212121,0.67373737,en,1.00000000,,0,,,,,,
the Atlantic Hurrican,the Atlantic Hurrican,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Amazon,Amazon,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
World Meteo…,World Meteo…,GPE,-0.43437500,0.67500000,en,1.00000000,,0,,,,,,
the Republic of TÃ¼rkiye,the Republic of TÃ¼rkiye,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Republic of Türkiye,the Republic of Türkiye,GPE,0.50000000,0.50000000,en,1.00000000,,5404004,P,36.17106,-120.22209,NORTH-AMERICA,United States,WNA
the United Kingdom,the United Kingdom,GPE,0.00000000,0.00000000,en,1.00000000,4022153-2,2635167,A,54.75844,-2.69531,EUROPE,United Kingdom,NEU
Tripadvisor,Tripadvisor,GPE,0.45666667,0.43666667,en,1.00000000,,0,,,,,,
Southern U.S.,Southern U.S.,LOC,0.30000000,0.45000000,en,1.00000000,,0,,,,,,
LAKE SUPERIOR,LAKE SUPERIOR,GPE,-0.01666667,0.88333333,en,1.00000000,,0,,,,,,
Viet Nam,Viet Nam,GPE,0.42500000,0.52500000,en,1.00000000,,0,,,,,,
Geneva,Geneva,GPE,0.42500000,0.52500000,en,1.00000000,,0,,,,,,
SPRINGS,SPRINGS,GPE,-0.25000000,0.40000000,en,1.00000000,,0,,,,,,
Indonesias Sumatra,Indonesias Sumatra,GPE,0.10000000,0.36666667,en,1.00000000,,0,,,,,,
Viet Nam’s,Viet Nam’s,GPE,0.37500000,0.37500000,en,1.00000000,,0,,,,,,
Ankara ANKARA,Ankara ANKARA,GPE,0.00000000,0.00000000,en,1.00000000,4002075-7,323786,P,39.91987,32.85427,EUROPE-AFRICA,Turkey,MED
the South East Asian,the South East Asian,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Cagayan,Cagayan,GPE,0.00000000,0.00000000,en,1.00000000,4085111-4,1680932,P,17.61577,121.72285,ASIA,Philippines,SEA
Tuguegarao City,Tuguegarao City,GPE,0.00000000,0.00000000,en,1.00000000,,1680932,P,17.61577,121.72285,ASIA,Philippines,SEA
PETIT GOAVE,PETIT GOAVE,GPE,-0.00892857,0.28214286,en,1.00000000,,3718962,P,18.43117,-72.86521,CENTRAL-AMERICA,Haiti,CAR
Connecticut,Connecticut,GPE,0.14954545,0.54181818,en,1.00000000,4010487-4,4831725,A,41.66704,-72.66648,NORTH-AMERICA,United States,ENA
the Lucayan Archipelago,the Lucayan Archipelago,GPE,0.30000000,0.63333333,en,1.00000000,,0,,,,,,
Florida Everglades,Florida Everglades,GPE,-0.10000000,0.05000000,en,1.00000000,,0,,,,,,
Kingston,Kingston,GPE,-0.60000000,0.60000000,en,1.00000000,,0,,,,,,
the Western Atlantic,the Western Atlantic,LOC,-0.18500000,0.52500000,en,1.00000000,,0,,,,,,
Oldeconomybuy,Oldeconomybuy,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Melissas,Melissas,LOC,0.10833333,0.53333333,en,1.00000000,,0,,,,,,
the Amazon River,the Amazon River,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Phillippines,Phillippines,GPE,-0.20000000,0.40000000,en,1.00000000,,0,,,,,,
Miss.,Miss.,GPE,-0.40000000,0.53333333,en,1.00000000,,0,,,,,,
New Hope,New Hope,GPE,0.23636364,0.85454545,en,1.00000000,,0,,,,,,
Quinhagak,Quinhagak,GPE,-0.05333333,0.31333333,en,1.00000000,,0,,,,,,
Mindanao,Mindanao,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Camp Osborn,Camp Osborn,GPE,0.02222222,0.53333333,en,1.00000000,,4439964,P,33.52151,-88.72227,NORTH-AMERICA,United States,ENA
Sea,Sea,LOC,0.18750000,0.41250000,en,1.00000000,,0,,,,,,
Malacca,Malacca,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Supertyphoon Approaches,Supertyphoon Approaches,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Strait,Strait,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Yunnan Province,Yunnan Province,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Luzon Island,Luzon Island,GPE,0.33333333,0.66666667,en,1.00000000,,0,,,,,,
Island,Island,LOC,0.01428571,0.39285714,en,1.00000000,,0,,,,,,
the Bahamas Octo,the Bahamas Octo,LOC,-0.15555556,0.28888889,en,1.00000000,,0,,,,,,
St. Elizabeth,St. Elizabeth,GPE,0.14696970,0.82878788,en,1.00000000,,0,,,,,,
Mandeville,Mandeville,GPE,0.50000000,0.50000000,en,1.00000000,,0,,,,,,
SANTIAGO DE CUBA,SANTIAGO DE CUBA,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Philippine Sea,the Philippine Sea,LOC,0.04444444,0.33888889,en,1.00000000,,7733161,L,15.175,140.5,PACIFIC,Northern Mariana Islands,NPO
Mountain,Mountain,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Havana,Havana,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Jamaic,Jamaic,GPE,-0.10000000,0.70000000,en,1.00000000,,0,,,,,,
Western Cuba,Western Cuba,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Brazil,Brazil,GPE,-0.20000000,0.40000000,en,1.00000000,,0,,,,,,
recordis,recordis,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
BAHAMAS,BAHAMAS,GPE,0.02083333,0.16666667,en,1.00000000,,0,,,,,,
Valencia,Valencia,GPE,0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Jamaicas southwest,Jamaicas southwest,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Little Jamaica,Little Jamaica,GPE,0.25625000,0.65000000,en,1.00000000,,3489735,T,17.8057,-77.02003,CENTRAL-AMERICA,Jamaica,CAR
the Atlantic Basin,the Atlantic Basin,LOC,0.71250000,1.81333333,en,1.00000000,,0,,,,,,
Townsville,Townsville,GPE,-0.25000000,0.40000000,en,1.00000000,,0,,,,,,
AUSTIN,AUSTIN,GPE,-0.08750000,0.31333333,en,1.00000000,,0,,,,,,
The East Coast,The East Coast,LOC,-0.11590909,0.38863636,en,1.00000000,,0,,,,,,
Tennessee Valley,Tennessee Valley,LOC,0.00000000,0.00000000,en,1.00000000,4119558-9,4641495,P,35.1959,-85.18468,NORTH-AMERICA,United States,ENA
the Tennessee Valley,the Tennessee Valley,LOC,-0.25000000,0.50000000,en,1.00000000,,4641495,P,35.1959,-85.18468,NORTH-AMERICA,United States,ENA
MYRTLE BEACH,MYRTLE BEACH,GPE,0.05333333,0.51333333,en,1.00000000,,4589446,P,33.81601,-78.68002,NORTH-AMERICA,United States,ENA
S.C.,S.C.,GPE,0.05333333,0.51333333,en,1.00000000,,4041549,S,15.11772,145.72609,PACIFIC,Northern Mariana Islands,NPO
U.S.A.,U.S.A.,GPE,0.16666667,0.33333333,en,1.00000000,4003217-6,6255147,L,29.84064,89.29688,ASIA,China,TIB
Floridas Big Bend,Floridas Big Bend,GPE,0.25500000,0.60833333,en,1.00000000,,0,,,,,,
Southeast ASHEVILLE,Southeast ASHEVILLE,GPE,0.01071429,0.33928571,en,1.00000000,,9858760,S,35.57054,-82.50894,NORTH-AMERICA,United States,ENA
McDill AFB,McDill AFB,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Southeastern U.S.,the Southeastern U.S.,LOC,-0.06666667,0.03333333,en,1.00000000,,0,,,,,,
BREVARD COUNTY,BREVARD COUNTY,GPE,0.08000000,0.32000000,en,1.00000000,,4163971,P,28.08363,-80.60811,NORTH-AMERICA,United States,ENA
Okeechobee City,Okeechobee City,GPE,0.00000000,0.06666667,en,1.00000000,,7169996,A,27.24118,-80.82983,NORTH-AMERICA,United States,ENA
Khaosiung,Khaosiung,GPE,0.00000000,0.35000000,en,1.00000000,,0,,,,,,
Typhoon Krathon…,Typhoon Krathon…,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Pingtung county,Pingtung county,GPE,-0.29166667,0.54166667,en,1.00000000,,0,,,,,,
the Central Atlantic,the Central Atlantic,LOC,0.00000000,0.32500000,en,1.00000000,,4847395,S,41.40721,-95.04666,NORTH-AMERICA,United States,CNA
Florida Peninsula,Florida Peninsula,LOC,0.06666667,0.40000000,en,1.00000000,,0,,,,,,
ORLEAN,ORLEAN,GPE,0.13636364,0.45454545,en,1.00000000,,0,,,,,,
NEW ORLEANS,NEW ORLEANS,GPE,0.13636364,0.45454545,en,1.00000000,,0,,,,,,
Big Bend,Big Bend,GPE,0.03333333,0.50000000,en,1.00000000,,0,,,,,,
the Aucilla River,the Aucilla River,LOC,0.03333333,0.50000000,en,1.00000000,,0,,,,,,
Sinaloa,Sinaloa,GPE,-0.05000000,0.05000000,en,1.00000000,,0,,,,,,
Sa…,Sa…,GPE,-0.05000000,0.05000000,en,1.00000000,,0,,,,,,
La…,La…,GPE,-0.33333333,0.53333333,en,1.00000000,,0,,,,,,
Southeast Asia's,Southeast Asia's,LOC,-0.25000000,0.25000000,en,1.00000000,4034571-3,1655842,A,18.0,105.0,ASIA,Laos,SEA
Southeast A…,Southeast A…,LOC,-0.09393939,0.35353535,en,1.00000000,,0,,,,,,
Typhoon Yagi's,Typhoon Yagi's,LOC,-0.25000000,0.25000000,en,1.00000000,,0,,,,,,
SE Asia,SE Asia,LOC,0.00000000,0.00000000,en,1.00000000,,11875157,A,22.19389,113.55103,ASIA,Macao,EAS
UNICEF,UNICEF,GPE,0.00000000,0.00000000,en,1.00000000,,10626187,L,42.35061,13.40565,EUROPE-AFRICA,Italy,MED
SanitationThe,SanitationThe,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Mandalay,Mandalay,GPE,0.00000000,0.00000000,en,1.00000000,4037295-9,1311874,P,21.97473,96.08359,ASIA,Myanmar,SAS
Pacific island,Pacific island,LOC,0.17500000,0.36666667,en,1.00000000,,1862185,T,36.0,138.0,ASIA,Japan,EAS
Palau,Palau,GPE,0.17500000,0.36666667,en,1.00000000,4044396-6,1559582,A,7.503,134.621,PACIFIC,Palau,EPO
recor,recor,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Apalachee Bay,Apalachee Bay,LOC,0.16666667,0.33333333,en,1.00000000,,0,,,,,,
the Iberian Peninsula,the Iberian Peninsula,LOC,-0.10000000,0.40000000,en,1.00000000,,0,,,,,,
the Tampa Bay Area,the Tampa Bay Area,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
West Coast,West Coast,LOC,0.00000000,0.00000000,en,1.00000000,,12492673,L,39.28,-155.26,PACIFIC,United States,NPO
the Gulf of Mexic,the Gulf of Mexic,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
ATLANTA,ATLANTA,GPE,0.10000000,1.00000000,en,1.00000000,4086063-2,4180439,P,33.749,-84.38798,NORTH-AMERICA,United States,ENA
Universal Orlando,Universal Orlando,GPE,0.00000000,0.00000000,en,1.00000000,,6949561,L,28.4744,-81.4683,NORTH-AMERICA,United States,ENA
Sarasota Country,Sarasota Country,GPE,-0.01250000,0.38750000,en,1.00000000,,0,,,,,,
St. Petersburg Area,St. Petersburg Area,GPE,-0.37500000,0.45000000,en,1.00000000,,12213342,L,28.12342,-82.52853,NORTH-AMERICA,United States,ENA
Floridacausing,Floridacausing,GPE,0.50000000,0.50000000,en,1.00000000,,0,,,,,,
the Western Caribbean,the Western Caribbean,LOC,-0.01272727,0.51090909,en,1.00000000,,12122591,L,10.71246,-70.02821,SOUTH-AMERICA,Venezuela,NSA
Typh,Typh,GPE,0.00000000,0.00000000,en,1.00000000,,7537034,H,35.88265,66.4964,ASIA,Afghanistan,WCA
Latin America,Latin America,LOC,-0.05000000,0.05000000,en,1.00000000,,0,,,,,,
Anna Maria Island,Anna Maria Island,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Western Florida,Western Florida,LOC,0.02500000,0.33750000,en,1.00000000,,3637921,L,10.30482,-68.41222,SOUTH-AMERICA,Venezuela,NSA
Tropical,Tropical,LOC,-0.10000000,0.10000000,en,1.00000000,,11523972,L,-16.56884,142.4846,OCEANIA,Australia,NAU
Stuart,Stuart,GPE,-0.23333333,0.28888889,en,1.00000000,,4877761,P,41.50332,-94.31857,NORTH-AMERICA,United States,CNA
Magic Kingdom Sells Out Weekend Reservations,Magic Kingdom Sells Out Weekend Reservations,GPE,0.25000000,0.58750000,en,1.00000000,,0,,,,,,
Hurrican,Hurrican,GPE,0.20000000,0.30000000,en,1.00000000,,4115723,H,35.12654,-91.16235,NORTH-AMERICA,United States,CNA
Hillsborough County,Hillsborough County,GPE,0.00000000,0.10000000,en,1.00000000,4122651-3,4174757,P,27.94752,-82.45843,NORTH-AMERICA,United States,ENA
Blue Ridge Mountain,Blue Ridge Mountain,LOC,0.16666667,0.36666667,en,1.00000000,,3490278,T,18.08941,-76.63609,CENTRAL-AMERICA,Jamaica,CAR
North and South America,North and South America,GPE,0.50000000,0.90000000,en,1.00000000,,3398712,L,-4.0,-60.0,SOUTH-AMERICA,Brazil,NSA
St Petersburg,St Petersburg,GPE,0.00000000,0.00000000,en,1.00000000,2034200-7,498817,P,59.93863,30.31413,EUROPE,Russia,NEU
Fe,Fe,GPE,0.01250000,0.38000000,en,1.00000000,,0,,,,,,
Great Plains,Great Plains,GPE,0.00000000,0.87500000,en,1.00000000,4072020-2,12212750,L,42.58598,-100.51728,NORTH-AMERICA,United States,CNA
The United States (US,The United States (US,GPE,0.00000000,0.10000000,en,1.00000000,,11887752,L,33.45876,-90.15081,NORTH-AMERICA,United States,CNA
Typhoon Julian,Typhoon Julian,GPE,0.00000000,0.10000000,en,1.00000000,,0,,,,,,
Atlantic Canada ',Atlantic Canada ',LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Florida Gulf,Florida Gulf,LOC,-0.02222222,0.12222222,en,1.00000000,,12217087,L,26.5,-81.0,NORTH-AMERICA,United States,ENA
United S,United S,GPE,0.00000000,0.00000000,en,1.00000000,,1738227,S,2.223,102.318,ASIA,Malaysia,SEA
RATON,RATON,GPE,0.00000000,0.00000000,en,1.00000000,4194370-3,4148411,P,26.35869,-80.0831,NORTH-AMERICA,United States,ENA
FL,FL,GPE,0.00000000,0.00000000,en,1.00000000,,12213342,L,28.12342,-82.52853,NORTH-AMERICA,United States,ENA
the Gulf Of Mexico,the Gulf Of Mexico,LOC,-0.05000000,0.05000000,en,1.00000000,,0,,,,,,
the Southernmost Point Buoy,the Southernmost Point Buoy,LOC,0.16666667,0.50000000,en,1.00000000,,0,,,,,,
Key West,Key West,GPE,0.16666667,0.50000000,en,1.00000000,,12213701,L,25.10152,-80.81417,NORTH-AMERICA,United States,ENA
North Carolina Family,North Carolina Family,GPE,-0.75000000,0.85000000,en,1.00000000,,7307438,S,34.88449,-81.118,NORTH-AMERICA,United States,ENA
Singapore,Singapore,GPE,0.05000000,0.70000000,en,1.00000000,4055089-8,1880252,P,1.28967,103.85007,ASIA,Singapore,SEA
"Hurricane Milton Destroys Homes,","Hurricane Milton Destroys Homes,",GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Jupiter,Jupiter,LOC,-0.04000000,0.63000000,en,1.00000000,,0,,,,,,
U.S. South,U.S. South,GPE,-0.10000000,0.20000000,en,1.00000000,,0,,,,,,
southeast Asia,southeast Asia,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
New Delhi,New Delhi,GPE,0.06818182,0.27727273,en,1.00000000,,0,,,,,,
landsli,landsli,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
North Queensland,North Queensland,GPE,0.35250000,0.51000000,en,1.00000000,,11523972,L,-16.56884,142.4846,OCEANIA,Australia,NAU
northern coast,northern coast,LOC,0.43333333,0.73333333,en,1.00000000,,12212303,L,37.02332,-77.36954,NORTH-AMERICA,United States,ENA
Northern Madagascar,Northern Madagascar,GPE,0.00000000,0.00000000,en,1.00000000,,9057456,T,58.98708,10.03444,EUROPE,Norway,NEU
flo…,flo…,GPE,-0.16250000,0.43750000,en,1.00000000,,0,,,,,,
Dar es Salaam,Dar es Salaam,GPE,0.00000000,0.00000000,en,1.00000000,4090903-7,160263,P,-6.82349,39.26951,AFRICA,Tanzania,SEAF
Ke… Dar es Salaam,Ke… Dar es Salaam,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
the National Ocean,the National Ocean,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
The Atlantic Ocean,The Atlantic Ocean,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Central,Central,LOC,-0.11388889,0.28472222,en,1.00000000,,12217848,L,50.28762,15.1903,EUROPE,Czechia,WCE
Aventura,Aventura,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
South Texas,South Texas,LOC,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
Biden,Biden,GPE,0.00000000,0.00000000,en,1.00000000,,2303056,P,5.22905,-1.00812,AFRICA,Ghana,WAF
the West Indies,the West Indies,LOC,-0.10000000,0.25000000,en,1.00000000,,0,,,,,,
Catego,Catego,GPE,-0.14375000,0.57500000,en,1.00000000,,0,,,,,,
Dominica,Dominica,GPE,-0.20000000,0.50000000,en,1.00000000,4085456-5,3575830,A,15.5,-61.33333,CENTRAL-AMERICA,Dominica,CAR
Martinique,Martinique,GPE,-0.20000000,0.50000000,en,1.00000000,4037735-0,3570311,A,14.66667,-61.0,CENTRAL-AMERICA,Martinique,CAR
LNG,LNG,GPE,0.10000000,0.38333333,en,1.00000000,,7542068,T,32.03633,49.72512,ASIA,Iran,WCA
UNITED STATES - AUGUST,UNITED STATES - AUGUST,GPE,0.00000000,0.30000000,en,1.00000000,,5325256,P,37.97881,-121.26217,NORTH-AMERICA,United States,WNA
the southeast Caribbean,the southeast Caribbean,LOC,0.19250000,0.31333333,en,1.00000000,,0,,,,,,
Tacloban,Tacloban,LOC,0.00000000,0.25000000,en,1.00000000,4499439-4,1684712,P,11.24333,125.00472,ASIA,Philippines,SEA
Kent,Kent,GPE,-0.15555556,0.28888889,en,1.00000000,4030253-2,5799625,P,47.38093,-122.23484,NORTH-AMERICA,United States,WNA
Scotland,Scotland,GPE,-0.15555556,0.28888889,en,1.00000000,4053233-1,5057190,A,40.4526,-92.14705,NORTH-AMERICA,United States,CNA
Cabo,Cabo,GPE,0.05000000,0.45000000,en,1.00000000,,1051823,A,-12.5,39.4,AFRICA,Mozambique,ESAF
the Steinhatchee River,the Steinhatchee River,LOC,0.00000000,0.00000000,en,1.00000000,,4174062,H,29.66578,-83.41569,NORTH-AMERICA,United States,ENA
Steinhatchee,Steinhatchee,GPE,0.00000000,0.00000000,en,1.00000000,,4174059,P,29.67106,-83.38764,NORTH-AMERICA,United States,ENA
the Mississippi River,the Mississippi River,LOC,0.00000000,0.30000000,en,1.00000000,,4333588,L,29.16689,-89.25033,NORTH-AMERICA,United States,ENA
Dhaka,Dhaka,GPE,0.00000000,0.00000000,en,1.00000000,4230727-2,1185241,P,23.7104,90.40744,ASIA,Bangladesh,SAS
Chittagong,Chittagong,GPE,0.06250000,0.50000000,en,1.00000000,4088876-9,1205733,P,22.3384,91.83168,ASIA,Bangladesh,SAS
Dhaka Bangladesh,Dhaka Bangladesh,GPE,0.06250000,0.50000000,en,1.00000000,4230727-2,1185241,P,23.7104,90.40744,ASIA,Bangladesh,SAS
the north east,the north east,LOC,0.00000000,0.00000000,en,1.00000000,,12212303,L,37.02332,-77.36954,NORTH-AMERICA,United States,ENA
the southwest Indian Ocean,the southwest Indian Ocean,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Port Louis,Port Louis,GPE,-0.15000000,0.30000000,en,1.00000000,4116066-6,934154,P,-20.16194,57.49889,INDIAN,Mauritius,SIO
Blackouts Across Europe,Blackouts Across Europe,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
